airport_name	iata	number_of_hotels	country_code	deeplink	
Buffalo Municipal	H17	1	us	http://www.booking.com/airport/us/H17.html	
Benson Municipal	E95	5	us	http://www.booking.com/airport/us/E95.html	
Monroe Municipal	EFT	1	us	http://www.booking.com/airport/us/EFT.html	
Cleveland Municipal	6R3	6	us	http://www.booking.com/airport/us/6R3.html	
Warsaw Chopin Airport	WAW	30	pl	http://www.booking.com/airport/pl/WAW.html	
Matacán	SLM	30	es	http://www.booking.com/airport/es/SLM.html	
Rafael Hernández	BQN	30	pr	http://www.booking.com/airport/pr/BQN.html	
Aminu Kano International	KAN	1	ng	http://www.booking.com/airport/ng/KAN.html	
Placerville	PVF	21	us	http://www.booking.com/airport/us/PVF.html	
Enontekiö	ENF	8	fi	http://www.booking.com/airport/fi/ENF.html	
Calico Rock-Izard County	37T	10	us	http://www.booking.com/airport/us/37T.html	
Schwechat	VIE	33	at	http://www.booking.com/airport/at/VIE.html	
Spaulding	1Q2	6	us	http://www.booking.com/airport/us/1Q2.html	
Metcalf Field	TDZ	30	us	http://www.booking.com/airport/us/TDZ.html	
NS Norfolk (Chambers Field)	NGU	30	us	http://www.booking.com/airport/us/NGU.html	
Porto Seguro	BPS	30	br	http://www.booking.com/airport/br/BPS.html	
Decatur County Industrial Air Park	BGE	5	us	http://www.booking.com/airport/us/BGE.html	
Strahan	SRN	29	au	http://www.booking.com/airport/au/SRN.html	
Washington County Memorial	K38	1	us	http://www.booking.com/airport/us/K38.html	
Dubai	DXB	30	ae	http://www.booking.com/airport/ae/DXB.html	
Oamaru	OAM	22	nz	http://www.booking.com/airport/nz/OAM.html	
LaGuardia Airport	LGA	30	us	http://www.booking.com/airport/us/LGA.html	
Monroe-Walton County	D73	19	us	http://www.booking.com/airport/us/D73.html	
Kingdon Airpark	O20	30	us	http://www.booking.com/airport/us/O20.html	
Valle	40G	2	us	http://www.booking.com/airport/us/40G.html	
Indianapolis Executive	TYQ	30	us	http://www.booking.com/airport/us/TYQ.html	
Hévíz–Balaton Airport	SOB	30	hu	http://www.booking.com/airport/hu/SOB.html	
Maharana Pratap Airport	UDR	31	in	http://www.booking.com/airport/in/UDR.html	
Surat	STV	10	in	http://www.booking.com/airport/in/STV.html	
LA/Ontario International Airport	ONT	30	us	http://www.booking.com/airport/us/ONT.html	
Tombstone Municipal	P29	30	us	http://www.booking.com/airport/us/P29.html	
Palo Alto	PAO	30	us	http://www.booking.com/airport/us/PAO.html	
Vegreville	EV3	3	ca	http://www.booking.com/airport/ca/EV3.html	
Concord Regional	JQF	30	us	http://www.booking.com/airport/us/JQF.html	
Venustiano Carranza International	LOV	8	mx	http://www.booking.com/airport/mx/LOV.html	
Belgaum	IXG	1	in	http://www.booking.com/airport/in/IXG.html	
London International	YXU	30	ca	http://www.booking.com/airport/ca/YXU.html	
Avalon Airport	AVV	30	au	http://www.booking.com/airport/au/AVV.html	
Villa Gesell - Pinamar International	VLG	31	ar	http://www.booking.com/airport/ar/VLG.html	
Concordia	CCI	4	br	http://www.booking.com/airport/br/CCI.html	
Matsumoto	MMJ	30	jp	http://www.booking.com/airport/jp/MMJ.html	
Sibu	SBW	3	my	http://www.booking.com/airport/my/SBW.html	
Cascabel [Allen Ahp]	05A	30	us	http://www.booking.com/airport/us/05A.html	
Canakkale	CKZ	32	tr	http://www.booking.com/airport/tr/CKZ.html	
Sunnyside Municipal	1S5	6	us	http://www.booking.com/airport/us/1S5.html	
Gunnedah	GUH	3	au	http://www.booking.com/airport/au/GUH.html	
Volk Field	VOK	8	us	http://www.booking.com/airport/us/VOK.html	
Lossiemouth RAF	LMO	30	gb	http://www.booking.com/airport/gb/LMO.html	
Framnes	NVK	9	no	http://www.booking.com/airport/no/NVK.html	
Harnett Regional Jetport	HRJ	15	us	http://www.booking.com/airport/us/HRJ.html	
San Carlos De Bariloche	BRC	30	ar	http://www.booking.com/airport/ar/BRC.html	
Lydd International	LYX	33	gb	http://www.booking.com/airport/gb/LYX.html	
Del Rio International	DRT	12	us	http://www.booking.com/airport/us/DRT.html	
Antonio Juarbe Pol Airport	ARE	13	pr	http://www.booking.com/airport/pr/ARE.html	
Ten. Cel. Av. César Bombonato	UDI	25	br	http://www.booking.com/airport/br/UDI.html	
NOLF Whitehouse	NEN	30	us	http://www.booking.com/airport/us/NEN.html	
Surigao	SUG	2	ph	http://www.booking.com/airport/ph/SUG.html	
Moranbah	MOV	4	au	http://www.booking.com/airport/au/MOV.html	
Liberty-Casey County	I53	4	us	http://www.booking.com/airport/us/I53.html	
Stafsberg	HMR	22	no	http://www.booking.com/airport/no/HMR.html	
Selfs	MMS	1	us	http://www.booking.com/airport/us/MMS.html	
Paranagua Municipal	PNG	30	br	http://www.booking.com/airport/br/PNG.html	
Easton State	ESW	4	us	http://www.booking.com/airport/us/ESW.html	
Anahim Lake	AJ4	1	ca	http://www.booking.com/airport/ca/AJ4.html	
Podgorica Airport	TGD	30	me	http://www.booking.com/airport/me/TGD.html	
Massey Ranch Airpark	X50	30	us	http://www.booking.com/airport/us/X50.html	
Vandenberg	VDF	30	us	http://www.booking.com/airport/us/VDF.html	
Barnes County Municipal	6D8	1	us	http://www.booking.com/airport/us/6D8.html	
Clovis Municipal	CVN	10	us	http://www.booking.com/airport/us/CVN.html	
Overberg (FAOB)	OVG	12	za	http://www.booking.com/airport/za/OVG.html	
Clayton Scott Field	RNT	30	us	http://www.booking.com/airport/us/RNT.html	
Ozark-Franklin County	7M5	4	us	http://www.booking.com/airport/us/7M5.html	
The O'Neill Municipal (John L. Baker Field)	ONL	2	us	http://www.booking.com/airport/us/ONL.html	
Castro	QAC	1	br	http://www.booking.com/airport/br/QAC.html	
Wyandot County	56D	7	us	http://www.booking.com/airport/us/56D.html	
Ilulissat	JAV	10	gl	http://www.booking.com/airport/gl/JAV.html	
Mattala Rajapaksa International Airport	HRI	30	lk	http://www.booking.com/airport/lk/HRI.html	
Muleshoe Municipal	2T1	2	us	http://www.booking.com/airport/us/2T1.html	
Grant County International	MWH	15	us	http://www.booking.com/airport/us/MWH.html	
Palm Beach	PBI	30	us	http://www.booking.com/airport/us/PBI.html	
San Luis Potosi Airport	SLP	30	mx	http://www.booking.com/airport/mx/SLP.html	
Edwards Air Force Base	EDW	4	us	http://www.booking.com/airport/us/EDW.html	
Sundance Airpark	HSD	30	us	http://www.booking.com/airport/us/HSD.html	
Aztec Municipal	N19	19	us	http://www.booking.com/airport/us/N19.html	
Jackson Hole Airport	JAC	30	us	http://www.booking.com/airport/us/JAC.html	
Antonio B. Won Pat	GUM	25	gu	http://www.booking.com/airport/gu/GUM.html	
Gjogur	GJR	1	is	http://www.booking.com/airport/is/GJR.html	
Kalgoorlie	KGI	14	au	http://www.booking.com/airport/au/KGI.html	
Providenciales International	PLS	30	tc	http://www.booking.com/airport/tc/PLS.html	
Grand Haven Memorial Airpark	3GM	24	us	http://www.booking.com/airport/us/3GM.html	
Lucca	LCV	30	it	http://www.booking.com/airport/it/LCV.html	
Pender Harbor	YPT	17	ca	http://www.booking.com/airport/ca/YPT.html	
Billy Bishop Toronto City	YTZ	31	ca	http://www.booking.com/airport/ca/YTZ.html	
McPherson	MPR	7	us	http://www.booking.com/airport/us/MPR.html	
Louis Armstrong	MSY	30	us	http://www.booking.com/airport/us/MSY.html	
Nary National-Shefland Field	5C3	7	us	http://www.booking.com/airport/us/5C3.html	
Laramie Regional Airport	LAR	19	us	http://www.booking.com/airport/us/LAR.html	
Jake Arner Memorial	22N	27	us	http://www.booking.com/airport/us/22N.html	
Meadow Lake	YLJ	1	ca	http://www.booking.com/airport/ca/YLJ.html	
Kahramanmaras	KCM	11	tr	http://www.booking.com/airport/tr/KCM.html	
Penza Airport	PEZ	31	ru	http://www.booking.com/airport/ru/PEZ.html	
Spicewood	88R	21	us	http://www.booking.com/airport/us/88R.html	
Miami	MIA	30	us	http://www.booking.com/airport/us/MIA.html	
Pope Air Force Base	POB	30	us	http://www.booking.com/airport/us/POB.html	
Bahrain International Airport	BAH	30	bh	http://www.booking.com/airport/bh/BAH.html	
Gwinnett County (Briscoe Field)	LZU	30	us	http://www.booking.com/airport/us/LZU.html	
Cat Bi International	HPH	31	vn	http://www.booking.com/airport/vn/HPH.html	
Deadmans Cay	LGI	4	bs	http://www.booking.com/airport/bs/LGI.html	
Usak	USQ	3	tr	http://www.booking.com/airport/tr/USQ.html	
Picatinny Ahp	KN3	30	us	http://www.booking.com/airport/us/KN3.html	
Hyères	TLN	30	fr	http://www.booking.com/airport/fr/TLN.html	
San Juan	SJA	1	pe	http://www.booking.com/airport/pe/SJA.html	
Lumberton Municipal	LBT	18	us	http://www.booking.com/airport/us/LBT.html	
Cartersville	VPC	30	us	http://www.booking.com/airport/us/VPC.html	
Lok Nayak Jayaprakash Airport	PAT	30	in	http://www.booking.com/airport/in/PAT.html	
Buckeye Municipal	BXK	1	us	http://www.booking.com/airport/us/BXK.html	
Catalina	AVX	11	us	http://www.booking.com/airport/us/AVX.html	
Monticello	U43	9	us	http://www.booking.com/airport/us/U43.html	
Key Field	MEI	16	us	http://www.booking.com/airport/us/MEI.html	
Marine City	76G	6	us	http://www.booking.com/airport/us/76G.html	
Aeroclub	QNV	30	br	http://www.booking.com/airport/br/QNV.html	
Bibb County	0A8	1	us	http://www.booking.com/airport/us/0A8.html	
Winslow-Lindbergh Regional	INW	8	us	http://www.booking.com/airport/us/INW.html	
Wasco State	35S	4	us	http://www.booking.com/airport/us/35S.html	
Lexington	LXN	6	us	http://www.booking.com/airport/us/LXN.html	
Ripley	25M	4	us	http://www.booking.com/airport/us/25M.html	
Gatwick	LGW	30	gb	http://www.booking.com/airport/gb/LGW.html	
Ken Jernstedt Airfield	4S2	18	us	http://www.booking.com/airport/us/4S2.html	
Artigas International	ATI	1	uy	http://www.booking.com/airport/uy/ATI.html	
Nha Trang	NHA	31	vn	http://www.booking.com/airport/vn/NHA.html	
Siena	SAY	30	it	http://www.booking.com/airport/it/SAY.html	
Vidalia Regional	VDI	2	us	http://www.booking.com/airport/us/VDI.html	
Humboldt Municipal	M53	30	us	http://www.booking.com/airport/us/M53.html	
Congo Town	COX	2	bs	http://www.booking.com/airport/bs/COX.html	
Garner Field	UVA	6	us	http://www.booking.com/airport/us/UVA.html	
Summit	EVY	30	us	http://www.booking.com/airport/us/EVY.html	
Roanoke Municipal	7A5	1	us	http://www.booking.com/airport/us/7A5.html	
Donegal Springs Airpark	N71	30	us	http://www.booking.com/airport/us/N71.html	
Corlu	TEQ	25	tr	http://www.booking.com/airport/tr/TEQ.html	
Sidney Municipal	N23	5	us	http://www.booking.com/airport/us/N23.html	
Eugene Airport	EUG	30	us	http://www.booking.com/airport/us/EUG.html	
Miyako Airport	MMY	30	jp	http://www.booking.com/airport/jp/MMY.html	
Portoviejo	PVO	25	ec	http://www.booking.com/airport/ec/PVO.html	
Topel	QST	30	tr	http://www.booking.com/airport/tr/QST.html	
Hamburg Finkenwerder	XFW	30	de	http://www.booking.com/airport/de/XFW.html	
Washington Regional	MO6	28	us	http://www.booking.com/airport/us/MO6.html	
Midland/Huronia	YEE	30	ca	http://www.booking.com/airport/ca/YEE.html	
Allegheny County	AGC	30	us	http://www.booking.com/airport/us/AGC.html	
Heathrow	LHR	30	gb	http://www.booking.com/airport/gb/LHR.html	
Byron	C83	30	us	http://www.booking.com/airport/us/C83.html	
Sudbury	YSB	30	ca	http://www.booking.com/airport/ca/YSB.html	
Eric Marcus Municipal	P01	1	us	http://www.booking.com/airport/us/P01.html	
Babimost	IEG	30	pl	http://www.booking.com/airport/pl/IEG.html	
Muhlenberg County	M21	6	us	http://www.booking.com/airport/us/M21.html	
Sultan Syarif Kasim Ii	PKU	30	id	http://www.booking.com/airport/id/PKU.html	
Galt Field	10C	30	us	http://www.booking.com/airport/us/10C.html	
Johnson County	6A4	30	us	http://www.booking.com/airport/us/6A4.html	
Cairns Airport	CNS	30	au	http://www.booking.com/airport/au/CNS.html	
Somerset County	2G9	14	us	http://www.booking.com/airport/us/2G9.html	
Quad City	MLI	30	us	http://www.booking.com/airport/us/MLI.html	
Cooma	OOM	14	au	http://www.booking.com/airport/au/OOM.html	
Richard B Russell	RMG	28	us	http://www.booking.com/airport/us/RMG.html	
Marsa Alam Int	RMF	16	eg	http://www.booking.com/airport/eg/RMF.html	
Bob Hope Airport	BUR	30	us	http://www.booking.com/airport/us/BUR.html	
Mission Field	LVM	7	us	http://www.booking.com/airport/us/LVM.html	
Visby	VBY	30	se	http://www.booking.com/airport/se/VBY.html	
Sanford Regional	SFM	30	us	http://www.booking.com/airport/us/SFM.html	
Olympic Dam	OLP	1	au	http://www.booking.com/airport/au/OLP.html	
Rimouski	YXK	30	ca	http://www.booking.com/airport/ca/YXK.html	
Wynyard	WYY	16	au	http://www.booking.com/airport/au/WYY.html	
Hazleton Municipal	HZL	23	us	http://www.booking.com/airport/us/HZL.html	
Columbia County	1B1	19	us	http://www.booking.com/airport/us/1B1.html	
Düsseldorf	DUS	30	de	http://www.booking.com/airport/de/DUS.html	
Pender Municipal	0C4	6	us	http://www.booking.com/airport/us/0C4.html	
Vivian	3F4	1	us	http://www.booking.com/airport/us/3F4.html	
Craven County Regional	EWN	14	us	http://www.booking.com/airport/us/EWN.html	
Armando Revoredo Iglesias	CJA	26	pe	http://www.booking.com/airport/pe/CJA.html	
Salcea	SCV	30	ro	http://www.booking.com/airport/ro/SCV.html	
Smith Field	SLG	25	us	http://www.booking.com/airport/us/SLG.html	
Sary-Arka	KGF	14	kz	http://www.booking.com/airport/kz/KGF.html	
Vinnica	VIN	15	ua	http://www.booking.com/airport/ua/VIN.html	
Chetwynd	YCQ	8	ca	http://www.booking.com/airport/ca/YCQ.html	
Mathews Memorial	8C4	4	us	http://www.booking.com/airport/us/8C4.html	
Goderich	YGD	12	ca	http://www.booking.com/airport/ca/YGD.html	
Sønderborg Airport	SGD	30	dk	http://www.booking.com/airport/dk/SGD.html	
Denton Municipal	DTO	30	us	http://www.booking.com/airport/us/DTO.html	
Roma	RMA	7	au	http://www.booking.com/airport/au/RMA.html	
Long Island MacArthur Airport	ISP	30	us	http://www.booking.com/airport/us/ISP.html	
Columbia Owens Downtown	CUB	30	us	http://www.booking.com/airport/us/CUB.html	
Pierce County - Thun Field	1S0	30	us	http://www.booking.com/airport/us/1S0.html	
Sayaboury	ZBY	8	la	http://www.booking.com/airport/la/ZBY.html	
Oakland/Troy	7D2	30	us	http://www.booking.com/airport/us/7D2.html	
Alice Springs	ASP	21	au	http://www.booking.com/airport/au/ASP.html	
Îles-de-la-Madeleine	YGR	15	ca	http://www.booking.com/airport/ca/YGR.html	
Manihi	XMH	1	pf	http://www.booking.com/airport/pf/XMH.html	
Jabalpur	JLR	6	in	http://www.booking.com/airport/in/JLR.html	
Mihail Kogălniceanu	CND	31	ro	http://www.booking.com/airport/ro/CND.html	
Forestville	YFE	1	ca	http://www.booking.com/airport/ca/YFE.html	
Philadelphia Municipal	MPE	4	us	http://www.booking.com/airport/us/MPE.html	
Sturgis Municipal	49B	25	us	http://www.booking.com/airport/us/49B.html	
Principe	PCP	1	st	http://www.booking.com/airport/st/PCP.html	
Calabar	CBQ	3	ng	http://www.booking.com/airport/ng/CBQ.html	
A Coruña	LCG	30	es	http://www.booking.com/airport/es/LCG.html	
Stanford Field	U12	5	us	http://www.booking.com/airport/us/U12.html	
Valenciennes-Denain	XVS	32	fr	http://www.booking.com/airport/fr/XVS.html	
Siletz Bay State	S45	30	us	http://www.booking.com/airport/us/S45.html	
Augusta Municipal	3AU	30	us	http://www.booking.com/airport/us/3AU.html	
East Hampton	HTO	30	us	http://www.booking.com/airport/us/HTO.html	
Simla	SLV	30	in	http://www.booking.com/airport/in/SLV.html	
Hiroshima West	HIW	30	jp	http://www.booking.com/airport/jp/HIW.html	
Bend Municipal	S07	30	us	http://www.booking.com/airport/us/S07.html	
Flesland	BGO	30	no	http://www.booking.com/airport/no/BGO.html	
Berlin Regional	BML	13	us	http://www.booking.com/airport/us/BML.html	
Antrim County	ACB	7	us	http://www.booking.com/airport/us/ACB.html	
L'Espérance - Grand Case	CCE	30	mf	http://www.booking.com/airport/mf/CCE.html	
Athens Municipal	F44	3	us	http://www.booking.com/airport/us/F44.html	
Nyaung U Airport	NYU	30	mm	http://www.booking.com/airport/mm/NYU.html	
DeKalb-Peachtree	PDK	30	us	http://www.booking.com/airport/us/PDK.html	
Kisauni	ZNZ	30	tz	http://www.booking.com/airport/tz/ZNZ.html	
Reedsburg Municipal	C35	30	us	http://www.booking.com/airport/us/C35.html	
Lawrenceburg-Lawrence County	2M2	4	us	http://www.booking.com/airport/us/2M2.html	
Patreksfjordur	PFJ	10	is	http://www.booking.com/airport/is/PFJ.html	
Boise Air Terminal	BOI	30	us	http://www.booking.com/airport/us/BOI.html	
Plovdiv	PDV	30	bg	http://www.booking.com/airport/bg/PDV.html	
Pauls Valley Municipal	PVJ	4	us	http://www.booking.com/airport/us/PVJ.html	
Henry County	7W5	7	us	http://www.booking.com/airport/us/7W5.html	
El Trompillo	SRZ	30	bo	http://www.booking.com/airport/bo/SRZ.html	
Dothan Regional	DHN	24	us	http://www.booking.com/airport/us/DHN.html	
Millard	N76	30	us	http://www.booking.com/airport/us/N76.html	
Marion Municipal	MNN	9	us	http://www.booking.com/airport/us/MNN.html	
Barrhead	EP3	1	ca	http://www.booking.com/airport/ca/EP3.html	
Millinocket Municipal	MLT	5	us	http://www.booking.com/airport/us/MLT.html	
Waingapu	WGP	1	id	http://www.booking.com/airport/id/WGP.html	
Rostov on Don Airport	ROV	30	ru	http://www.booking.com/airport/ru/ROV.html	
Albury	ABX	30	au	http://www.booking.com/airport/au/ABX.html	
Kunming Changshui International Airport	KMG	30	cn	http://www.booking.com/airport/cn/KMG.html	
Mid-Delta Regional	GLH	2	us	http://www.booking.com/airport/us/GLH.html	
Westwinds - Hawkins Field	D17	6	us	http://www.booking.com/airport/us/D17.html	
Arcata-Eureka Airport	ACV	30	us	http://www.booking.com/airport/us/ACV.html	
Husein Sastranegara	BDO	30	id	http://www.booking.com/airport/id/BDO.html	
Revelstoke	YRV	30	ca	http://www.booking.com/airport/ca/YRV.html	
Cataratas del Iguazu Airport	IGR	30	ar	http://www.booking.com/airport/ar/IGR.html	
Veer Savarkar International Airport	IXZ	14	in	http://www.booking.com/airport/in/IXZ.html	
Mid-State	PSB	28	us	http://www.booking.com/airport/us/PSB.html	
Yakutat	YAK	1	us	http://www.booking.com/airport/us/YAK.html	
Berry Hill	4A0	30	us	http://www.booking.com/airport/us/4A0.html	
Ohkay Owingeh	E14	13	us	http://www.booking.com/airport/us/E14.html	
Homer Airport	HOM	28	us	http://www.booking.com/airport/us/HOM.html	
Peinador	VGO	31	es	http://www.booking.com/airport/es/VGO.html	
Nut Tree	VCB	31	us	http://www.booking.com/airport/us/VCB.html	
Le Lamentin	FDF	30	mq	http://www.booking.com/airport/mq/FDF.html	
Erechim	ERM	6	br	http://www.booking.com/airport/br/ERM.html	
Terrace Bay	YTJ	1	ca	http://www.booking.com/airport/ca/YTJ.html	
Bron	LYN	30	fr	http://www.booking.com/airport/fr/LYN.html	
Biggs Army Airfield	BIF	30	us	http://www.booking.com/airport/us/BIF.html	
Wood County	JDD	4	us	http://www.booking.com/airport/us/JDD.html	
Kullu Manali	KUU	22	in	http://www.booking.com/airport/in/KUU.html	
Eveleth-Virginia Municipal	EVM	5	us	http://www.booking.com/airport/us/EVM.html	
Corozal	CZU	4	co	http://www.booking.com/airport/co/CZU.html	
Crotone Airport	CRV	30	it	http://www.booking.com/airport/it/CRV.html	
Clermont County	I69	30	us	http://www.booking.com/airport/us/I69.html	
Columbia	O22	30	us	http://www.booking.com/airport/us/O22.html	
Pakse International Airport	PKZ	30	la	http://www.booking.com/airport/la/PKZ.html	
Bridgeport Municipal	XBP	14	us	http://www.booking.com/airport/us/XBP.html	
Kamphangsaen	KDT	4	th	http://www.booking.com/airport/th/KDT.html	
Garden City Regional	GCK	12	us	http://www.booking.com/airport/us/GCK.html	
Syros Island	JSY	30	gr	http://www.booking.com/airport/gr/JSY.html	
Samburu	UAS	1	ke	http://www.booking.com/airport/ke/UAS.html	
Duluth International	DLH	25	us	http://www.booking.com/airport/us/DLH.html	
Olaya Herrera	EOH	30	co	http://www.booking.com/airport/co/EOH.html	
St Augustine	SGJ	30	us	http://www.booking.com/airport/us/SGJ.html	
Berlin-Tempelhof	THF	30	de	http://www.booking.com/airport/de/THF.html	
Bagdogra Airport	IXB	27	in	http://www.booking.com/airport/in/IXB.html	
Piqua - Hartzell Field	I17	18	us	http://www.booking.com/airport/us/I17.html	
P K Airpark	5W4	30	us	http://www.booking.com/airport/us/5W4.html	
Providence-Webster County	8M9	5	us	http://www.booking.com/airport/us/8M9.html	
Vinita Municipal	H04	6	us	http://www.booking.com/airport/us/H04.html	
Bradley	BDL	30	us	http://www.booking.com/airport/us/BDL.html	
Sparta/Fort McCoy	CMY	13	us	http://www.booking.com/airport/us/CMY.html	
Paso Robles Municipal	PRB	30	us	http://www.booking.com/airport/us/PRB.html	
Exploits Valley Botwood	CP2	2	ca	http://www.booking.com/airport/ca/CP2.html	
Thompson Falls	THM	2	us	http://www.booking.com/airport/us/THM.html	
Saidpur	SPD	1	bd	http://www.booking.com/airport/bd/SPD.html	
Nunapitchuk	16A	13	us	http://www.booking.com/airport/us/16A.html	
Agno	LUG	30	ch	http://www.booking.com/airport/ch/LUG.html	
Mecklenburg-Brunswick Regional	AVC	4	us	http://www.booking.com/airport/us/AVC.html	
Angwin-Parrett Field	2O3	30	us	http://www.booking.com/airport/us/2O3.html	
Praia International	RAI	26	cv	http://www.booking.com/airport/cv/RAI.html	
Escalante Municipal	1L7	5	us	http://www.booking.com/airport/us/1L7.html	
Telfair-Wheeler	MQW	1	us	http://www.booking.com/airport/us/MQW.html	
Gillespie County	T82	30	us	http://www.booking.com/airport/us/T82.html	
Nosara	NOB	30	cr	http://www.booking.com/airport/cr/NOB.html	
Castle	MER	23	us	http://www.booking.com/airport/us/MER.html	
Seymour Johnson Air Force Base	GSB	11	us	http://www.booking.com/airport/us/GSB.html	
Machangara	PPN	16	co	http://www.booking.com/airport/co/PPN.html	
Belle Fourche Municipal	EFC	11	us	http://www.booking.com/airport/us/EFC.html	
Erhac	MLX	18	tr	http://www.booking.com/airport/tr/MLX.html	
Batman	BAL	7	tr	http://www.booking.com/airport/tr/BAL.html	
Gold Beach Municipal	4S1	6	us	http://www.booking.com/airport/us/4S1.html	
Seven Springs	7SP	18	us	http://www.booking.com/airport/us/7SP.html	
Chicoutimi/St-Honore	YRC	30	ca	http://www.booking.com/airport/ca/YRC.html	
Iki	IKI	1	jp	http://www.booking.com/airport/jp/IKI.html	
Cat Cay	CXY	30	us	http://www.booking.com/airport/us/CXY.html	
Meadow Lake	00V	30	us	http://www.booking.com/airport/us/00V.html	
Roy Hurd Memorial	E01	5	us	http://www.booking.com/airport/us/E01.html	
Arturo Merino Benitez	SCL	31	cl	http://www.booking.com/airport/cl/SCL.html	
Cornelia Fort Airpark	M88	30	us	http://www.booking.com/airport/us/M88.html	
Le Castellet	CTT	30	fr	http://www.booking.com/airport/fr/CTT.html	
Gassim	ELQ	30	sa	http://www.booking.com/airport/sa/ELQ.html	
H L Sonny Callahan	4R4	30	us	http://www.booking.com/airport/us/4R4.html	
Los Cabos International Airport	SJD	30	mx	http://www.booking.com/airport/mx/SJD.html	
Ontario Municipal	ONO	11	us	http://www.booking.com/airport/us/ONO.html	
Mason County	3I2	2	us	http://www.booking.com/airport/us/3I2.html	
Manitowish Waters	D25	4	us	http://www.booking.com/airport/us/D25.html	
New Bedford Regional Airport	EWB	29	us	http://www.booking.com/airport/us/EWB.html	
Joensuu	JOE	12	fi	http://www.booking.com/airport/fi/JOE.html	
Loudes	LPY	30	fr	http://www.booking.com/airport/fr/LPY.html	
Harvard State	08K	9	us	http://www.booking.com/airport/us/08K.html	
Clayton Municipal Airpark	CAO	3	us	http://www.booking.com/airport/us/CAO.html	
Elkhart Municipal	EKM	30	us	http://www.booking.com/airport/us/EKM.html	
Salekhard	SLY	6	ru	http://www.booking.com/airport/ru/SLY.html	
Waterloo Regional	ALO	23	us	http://www.booking.com/airport/us/ALO.html	
Pamplona Airport	PNA	30	es	http://www.booking.com/airport/es/PNA.html	
Washington Dulles	IAD	30	us	http://www.booking.com/airport/us/IAD.html	
Mercer County	BLF	12	us	http://www.booking.com/airport/us/BLF.html	
Elmira/Corning Regional	ELM	30	us	http://www.booking.com/airport/us/ELM.html	
Geilenkirchen	GKE	30	de	http://www.booking.com/airport/de/GKE.html	
Frotey	XVO	30	fr	http://www.booking.com/airport/fr/XVO.html	
Lowcountry Regional	RBW	11	us	http://www.booking.com/airport/us/RBW.html	
Lawrence J. Timmerman	MWC	30	us	http://www.booking.com/airport/us/MWC.html	
Derby	DRB	4	au	http://www.booking.com/airport/au/DRB.html	
Vilnius	VNO	30	lt	http://www.booking.com/airport/lt/VNO.html	
Los Alamos	LAM	11	us	http://www.booking.com/airport/us/LAM.html	
James H Easom Field	M23	2	us	http://www.booking.com/airport/us/M23.html	
Kadala	HTA	15	ru	http://www.booking.com/airport/ru/HTA.html	
Dexter Muni	DXE	3	us	http://www.booking.com/airport/us/DXE.html	
Erfurt	ERF	30	de	http://www.booking.com/airport/de/ERF.html	
Zaporizhzhia	OZH	28	ua	http://www.booking.com/airport/ua/OZH.html	
Fillmore Municipal	FIL	1	us	http://www.booking.com/airport/us/FIL.html	
Palestine Municipal	PSN	9	us	http://www.booking.com/airport/us/PSN.html	
Alexander Municipal	E80	3	us	http://www.booking.com/airport/us/E80.html	
Gore Bay-Manitoulin	YZE	1	ca	http://www.booking.com/airport/ca/YZE.html	
Niigata	KIJ	30	jp	http://www.booking.com/airport/jp/KIJ.html	
Rijeka	RJK	30	hr	http://www.booking.com/airport/hr/RJK.html	
Mount Vernon	MVN	9	us	http://www.booking.com/airport/us/MVN.html	
Sado	SDS	11	jp	http://www.booking.com/airport/jp/SDS.html	
Lee	ANP	30	us	http://www.booking.com/airport/us/ANP.html	
Chiayi	CYI	30	tw	http://www.booking.com/airport/tw/CYI.html	
St. Catherine International	SKV	1	eg	http://www.booking.com/airport/eg/SKV.html	
Amery Municipal	AHH	4	us	http://www.booking.com/airport/us/AHH.html	
North Central State	SFZ	30	us	http://www.booking.com/airport/us/SFZ.html	
Ulithi	ULI	1	fm	http://www.booking.com/airport/fm/ULI.html	
Palmdale Regional	PMD	24	us	http://www.booking.com/airport/us/PMD.html	
Airport Halle/ Leipzig	LEJ	30	de	http://www.booking.com/airport/de/LEJ.html	
Vung Tau Airport	VTG	31	vn	http://www.booking.com/airport/vn/VTG.html	
Green River Municipal	U34	7	us	http://www.booking.com/airport/us/U34.html	
Ojibwa Airpark	D11	11	us	http://www.booking.com/airport/us/D11.html	
Pike County (Hatcher Field)	PBX	6	us	http://www.booking.com/airport/us/PBX.html	
Turner County	75J	15	us	http://www.booking.com/airport/us/75J.html	
Delaware County (Johnson Field)	MIE	20	us	http://www.booking.com/airport/us/MIE.html	
Cananea	CNA	1	mx	http://www.booking.com/airport/mx/CNA.html	
Thingeyri	TEY	16	is	http://www.booking.com/airport/is/TEY.html	
Gomel	GME	18	by	http://www.booking.com/airport/by/GME.html	
Borlange	BLE	30	se	http://www.booking.com/airport/se/BLE.html	
Chu Lai International Airport	VCL	3	vn	http://www.booking.com/airport/vn/VCL.html	
Acadiana Regional	ARA	30	us	http://www.booking.com/airport/us/ARA.html	
Honningsvåg Airport	HVG	11	no	http://www.booking.com/airport/no/HVG.html	
Gyandzha	KVD	5	az	http://www.booking.com/airport/az/KVD.html	
Iowa City Municipal	IOW	26	us	http://www.booking.com/airport/us/IOW.html	
